message,truth,predicted,latency_ms
Give me a quiz on Thermodynamics,ASSESSMENT,ASSESSMENT,5267
I want to be tested on Computer Architecture,ASSESSMENT,ASSESSMENT,4940
Does the article mention World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2572
What's the weather like?,CONVERSATION,CONVERSATION,3263
Sounds great,CONVERSATION,CONVERSATION,3469
Do you have limits?,CONVERSATION,CONVERSATION,3352
Can I have a practice test for Psychology?,ASSESSMENT,ASSESSMENT,9830
Break down the key concepts in the notes,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3561
Start a quiz on Network Security,ASSESSMENT,ASSESSMENT,5444
What did I study recently?,INSIGHT,INSIGHT,4026
Are there gaps in my Thermodynamics knowledge?,INSIGHT,INSIGHT,4298
Suggest a video on Classical Mechanics,VIDEO_SEARCH,VIDEO_SEARCH,2623
What does the PDF say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2873
Morning,CONVERSATION,CONVERSATION,3087
What is the capital of France?,CONVERSATION,CONTENT_ANALYSIS,2908
Condense this material,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2936
Does the chapter mention Software Engineering?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2527
That's funny,CONVERSATION,CONVERSATION,2794
Test me on Genetics,ASSESSMENT,ASSESSMENT,7260
Look for educational videos on Computer Architecture,VIDEO_SEARCH,VIDEO_SEARCH,2174
Generate a quiz about Psychology,ASSESSMENT,ASSESSMENT,6239
Let's take a quiz on Big Data,ASSESSMENT,ASSESSMENT,7498
Give me some feedback,INSIGHT,INSIGHT,4142
What does the slide say about Microeconomics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3372
